MUNI_ID|MUNI_NOMBRE|DEPA_NOMBRE|PUNTAJE_PROMEDIO|ERRORESTANDARPROMEDIO|DESVIACION|PORCENTAJE_INSUFICIENTE|PORCENTAJE_MINIMO|PORCENTAJE_SATISFACTORIO|PORCENTAJE_AVANZADO|N
15600|Ráquira|Boyacá|298.0|1.327|60.0|19.0|44.0|31.0|6.0|116
27580|Río Iró|Chocó|264.0|1.633|43.0|29.0|58.0|13.0|0.0|114
27600|Río Quito|Chocó|286.0|0.663|50.0|19.0|53.0|26.0|2.0|157
13600|Río Viejo|Bolívar|274.0|1.735|50.0|27.0|50.0|23.0|0.0|106
20614|Río de Oro|Cesar|309.0|0.918|60.0|14.0|45.0|29.0|12.0|333
54874|Villa del Rosario|Norte De Santander|307.0|0.255|57.0|14.0|45.0|31.0|11.0|1535
86885|Villagarzón|Putumayo|294.0|0.408|53.0|16.0|52.0|27.0|5.0|530
25871|Villagómez|Cundinamarca|332.0|4.439|73.0|6.0|40.0|31.0|23.0|35
73870|Villahermosa|Tolima|316.0|0.765|53.0|8.0|42.0|41.0|9.0|139
17873|Villamaría|Caldas|319.0|0.408|56.0|8.0|44.0|33.0|15.0|719
13873|Villanueva|Bolívar|275.0|0.51|46.0|23.0|61.0|14.0|2.0|428
44874|Villanueva|La Guajira|303.0|0.663|55.0|16.0|46.0|27.0|11.0|498
68872|Villanueva|Santander|328.0|0.51|54.0|4.0|43.0|38.0|16.0|101
85440|Villanueva|Casanare|319.0|0.306|62.0|9.0|42.0|34.0|15.0|626
25873|Villapinzón|Cundinamarca|333.0|0.561|59.0|9.0|33.0|36.0|22.0|166
73873|Villarrica|Tolima|310.0|0.816|55.0|12.0|44.0|33.0|11.0|108
50001|Villavicencio|Meta|327.0|0.153|59.0|8.0|38.0|34.0|19.0|8629
41872|Villavieja|Huila|293.0|1.531|50.0|16.0|57.0|22.0|6.0|108
25875|Villeta|Cundinamarca|319.0|0.51|59.0|10.0|42.0|31.0|16.0|460
25878|Viotá|Cundinamarca|285.0|0.51|53.0|20.0|55.0|22.0|4.0|227
15879|Viracachá|Boyacá|315.0|2.5|59.0|8.0|49.0|31.0|12.0|51
50711|Vista Hermosa|Meta|295.0|0.663|52.0|14.0|57.0|24.0|6.0|409
17877|Viterbo|Caldas|312.0|0.51|60.0|12.0|43.0|35.0|11.0|179
68861|Vélez|Santander|311.0|0.51|56.0|11.0|44.0|35.0|10.0|385
25885|Yacopí|Cundinamarca|322.0|1.071|51.0|5.0|46.0|37.0|12.0|185
52885|Yacuanquer|Nariño|302.0|2.347|51.0|17.0|46.0|27.0|10.0|164
41885|Yaguará|Huila|289.0|0.765|55.0|18.0|58.0|17.0|7.0|141
5885|Yalí|Antioquia|306.0|1.786|60.0|14.0|47.0|30.0|9.0|100
5887|Yarumal|Antioquia|323.0|0.867|58.0|6.0|44.0|34.0|16.0|750
97889|Yavaraté|Vaupés|262.0|2.143|45.0|26.0|63.0|11.0|0.0|19
5890|Yolombó|Antioquia|296.0|0.714|52.0|18.0|50.0|26.0|6.0|382
5893|Yondó|Antioquia|295.0|0.612|52.0|15.0|57.0|20.0|8.0|364
85001|Yopal|Casanare|316.0|0.204|56.0|10.0|44.0|31.0|14.0|2979
76890|Yotoco|Valle Del Cauca|298.0|1.071|54.0|13.0|56.0|22.0|9.0|244
76892|Yumbo|Valle Del Cauca|303.0|0.306|56.0|14.0|47.0|30.0|9.0|1547
13894|Zambrano|Bolívar|266.0|0.663|44.0|31.0|56.0|12.0|3.0|200
68895|Zapatoca|Santander|318.0|0.561|55.0|11.0|40.0|38.0|12.0|181
47960|Zapayán|Magdalena|285.0|0.561|54.0|24.0|49.0|24.0|4.0|207
5895|Zaragoza|Antioquia|279.0|0.51|51.0|24.0|54.0|18.0|4.0|681
76895|Zarzal|Valle Del Cauca|306.0|0.408|56.0|13.0|47.0|30.0|10.0|606
15897|Zetaquira|Boyacá|301.0|1.582|59.0|12.0|52.0|28.0|9.0|93
25898|Zipacón|Cundinamarca|299.0|2.041|59.0|17.0|45.0|32.0|6.0|71
25899|Zipaquirá|Cundinamarca|338.0|0.255|57.0|6.0|35.0|36.0|24.0|2020
47980|Zona Bananera|Magdalena|275.0|0.306|46.0|25.0|56.0|16.0|3.0|1534
25851|útica|Cundinamarca|282.0|1.224|51.0|29.0|43.0|25.0|4.0|49
85136|La Salina|Casanare|304.0|0.0|45.0|7.0|52.0|38.0|3.0|29
85315|Sácama|Casanare|349.0|0.969|61.0|4.0|26.0|44.0|26.0|27
85325|San Luis De Palen|Casanare|307.0|0.867|52.0|8.0|51.0|32.0|8.0|143
85430|Trinidad|Casanare|309.0|0.612|53.0|9.0|52.0|29.0|11.0|309
91407|La Pedrera|Amazonas|271.0|5.561|49.0|25.0|50.0|25.0|0.0|20
94343|Barranco Minas|Guainía|259.0|0.459|36.0|32.0|61.0|7.0|0.0|197
94663|Mapiripana|Guainía|265.0|0.0|39.0|25.0|67.0|8.0|0.0|24
94884|Puerto Colombia|Guainía|256.0|0.0|46.0|38.0|56.0|6.0|0.0|34
94886|Cacahual|Guainía|264.0|4.796|43.0|31.0|63.0|6.0|0.0|16
99524|La Primavera|Vichada|295.0|1.224|57.0|17.0|53.0|22.0|9.0|222
99624|Santa Rosalía|Vichada|286.0|1.02|51.0|15.0|59.0|24.0|2.0|105
23682|San José de Uré|Córdoba|280.0|1.02|48.0|21.0|59.0|16.0|4.0|208
5792|Tarso|Antioquia|320.0|1.888|65.0|9.0|41.0|33.0|17.0|90
13490|Norosi|Bolívar|268.0|1.48|48.0|32.0|57.0|9.0|2.0|128
52473|Mosquera|Nariño|259.0|1.582|36.0|35.0|55.0|9.0|1.0|145
91263|El Encanto|Amazonas|259.0|1.276|43.0|33.0|56.0|11.0|0.0|45
91460|Miriti-Parana|Amazonas|287.0|0.0|43.0|17.0|67.0|17.0|0.0|6
91530|Puerto Alegria|Amazonas|262.0|0.0|41.0|21.0|74.0|5.0|0.0|19
94883|San Felipe|Guainía|279.0|2.755|51.0|34.0|43.0|17.0|6.0|35
94885|La Guadalupe|Guainía|234.0|0.0|34.0|50.0|50.0|0.0|0.0|4
97161|Caruru|Vaupés|275.0|1.071|41.0|16.0|71.0|13.0|0.0|38
23815|Tuchín|Córdoba|269.0|0.204|45.0|27.0|60.0|13.0|1.0|935
52385|La Llanada|Nariño|302.0|1.378|52.0|8.0|51.0|34.0|7.0|61
68655|Sabana de Torres|Santander|294.0|0.561|53.0|18.0|50.0|25.0|7.0|651
8634|Sabanagrande|Atlántico|310.0|0.612|55.0|12.0|46.0|30.0|12.0|541
5628|Sabanalarga|Antioquia|293.0|0.867|53.0|15.0|55.0|25.0|5.0|150
8638|Sabanalarga|Atlántico|288.0|0.204|51.0|19.0|54.0|21.0|6.0|1579
85300|Sabanalarga|Casanare|321.0|0.765|56.0|10.0|34.0|42.0|13.0|67
47660|Sabanas de San An|Magdalena|273.0|1.071|49.0|29.0|56.0|11.0|5.0|284
5631|Sabaneta|Antioquia|343.0|0.51|59.0|7.0|30.0|35.0|28.0|741
15632|Saboyá|Boyacá|305.0|0.612|55.0|13.0|48.0|28.0|11.0|229
23660|Sahagún|Córdoba|304.0|0.255|57.0|14.0|48.0|28.0|10.0|1801
41660|Saladoblanco|Huila|307.0|0.816|48.0|9.0|50.0|35.0|6.0|268
17653|Salamina|Caldas|321.0|0.918|51.0|5.0|42.0|40.0|13.0|205
47675|Salamina|Magdalena|270.0|0.459|48.0|30.0|54.0|13.0|3.0|194
54660|Salazar|Norte De Santander|305.0|0.561|52.0|12.0|50.0|31.0|6.0|188
73671|Saldaña|Tolima|288.0|1.122|52.0|19.0|54.0|22.0|6.0|232
63690|Salento|Quindio|331.0|1.531|68.0|11.0|36.0|27.0|27.0|120
5642|Salgar|Antioquia|310.0|0.765|50.0|7.0|49.0|35.0|9.0|296
15646|Samacá|Boyacá|321.0|0.408|62.0|12.0|36.0|36.0|16.0|457
52678|Samaniego|Nariño|319.0|0.459|50.0|10.0|42.0|34.0|14.0|376
17662|Samaná|Caldas|314.0|0.969|57.0|9.0|46.0|33.0|12.0|333
70670|Sampués|Sucre|293.0|0.408|53.0|17.0|51.0|25.0|7.0|923
41668|San Agustín|Huila|309.0|0.408|53.0|10.0|49.0|33.0|8.0|575
20710|San Alberto|Cesar|304.0|0.51|54.0|13.0|51.0|26.0|10.0|461
68669|San Andrés|Santander|330.0|0.408|56.0|6.0|35.0|44.0|15.0|159
88001|San Andrés|San Andrés|294.0|0.51|54.0|19.0|51.0|23.0|8.0|799
23670|San Andrés Sotave|Córdoba|275.0|0.306|46.0|25.0|56.0|16.0|3.0|902
5647|San Andrés de Cue|Antioquia|295.0|0.918|55.0|19.0|51.0|22.0|9.0|118
23672|San Antero|Córdoba|281.0|0.714|53.0|24.0|52.0|20.0|4.0|587
73675|San Antonio|Tolima|300.0|0.816|51.0|14.0|52.0|29.0|6.0|310
25645|San Antonio del T|Cundinamarca|318.0|0.459|57.0|12.0|37.0|36.0|14.0|161
68673|San Benito|Santander|298.0|1.224|60.0|26.0|38.0|24.0|12.0|42
70678|San Benito Abad|Sucre|270.0|0.612|48.0|33.0|48.0|15.0|4.0|564
25649|San Bernardo|Cundinamarca|333.0|1.02|55.0|7.0|31.0|46.0|17.0|151
52685|San Bernardo|Nariño|341.0|1.582|52.0|4.0|33.0|39.0|24.0|102
23675|San Bernardo del|Córdoba|279.0|0.612|50.0|23.0|57.0|16.0|4.0|759
54670|San Calixto|Norte De Santander|307.0|0.867|55.0|11.0|50.0|31.0|9.0|197
5649|San Carlos|Antioquia|309.0|0.765|61.0|13.0|42.0|34.0|11.0|291
23678|San Carlos|Córdoba|288.0|0.561|48.0|19.0|51.0|26.0|4.0|537
50680|San Carlos de Gua|Meta|289.0|0.765|50.0|17.0|56.0|23.0|4.0|273
25653|San Cayetano|Cundinamarca|318.0|2.755|56.0|6.0|43.0|40.0|11.0|63
54673|San Cayetano|Norte De Santander|311.0|0.969|52.0|8.0|47.0|40.0|6.0|119
13620|San Cristóbal|Bolívar|257.0|1.531|42.0|37.0|55.0|7.0|1.0|111
20750|San Diego|Cesar|297.0|1.071|50.0|12.0|55.0|26.0|7.0|328
15660|San Eduardo|Boyacá|295.0|1.99|59.0|14.0|55.0|24.0|7.0|29
13647|San Estanislao|Bolívar|257.0|0.51|45.0|37.0|53.0|9.0|0.0|343
13650|San Fernando|Bolívar|265.0|1.02|43.0|27.0|61.0|12.0|0.0|211
5652|San Francisco|Antioquia|313.0|1.378|61.0|14.0|38.0|37.0|12.0|85
25658|San Francisco|Cundinamarca|306.0|0.0|60.0|13.0|45.0|33.0|9.0|141
86755|San Francisco|Putumayo|319.0|1.48|57.0|4.0|47.0|32.0|17.0|113
68679|San Gil|Santander|348.0|0.408|61.0|5.0|32.0|34.0|30.0|923
13654|San Jacinto|Bolívar|301.0|0.663|60.0|18.0|47.0|26.0|9.0|469
13655|San Jacinto del C|Bolívar|269.0|0.714|43.0|26.0|60.0|13.0|1.0|198
5656|San Jerónimo|Antioquia|325.0|1.276|58.0|8.0|40.0|34.0|18.0|198
68682|San Joaquín|Santander|326.0|0.0|42.0|7.0|34.0|43.0|16.0|44
17665|San José|Caldas|314.0|1.071|41.0|4.0|53.0|35.0|7.0|68
68684|San José de Miran|Santander|339.0|0.0|62.0|10.0|33.0|33.0|25.0|52
15664|San José de Pare|Boyacá|311.0|1.02|68.0|18.0|42.0|20.0|21.0|77
5658|San José de la Mo|Antioquia|317.0|2.857|51.0|7.0|41.0|43.0|9.0|54
18610|San José del Frag|Caquetá|295.0|1.02|54.0|16.0|51.0|27.0|7.0|274
95001|San José del Guav|Guaviare|294.0|0.459|52.0|17.0|54.0|23.0|6.0|1051
27660|San José del Palm|Chocó|323.0|1.48|57.0|3.0|41.0|41.0|14.0|87
13657|San Juan Nepomuce|Bolívar|297.0|0.51|55.0|20.0|46.0|26.0|8.0|569
50683|San Juan de Arama|Meta|315.0|1.378|56.0|9.0|40.0|39.0|12.0|150
70702|San Juan de Betul|Sucre|290.0|0.561|54.0|17.0|55.0|23.0|6.0|238
25662|San Juan de Río S|Cundinamarca|338.0|1.327|60.0|7.0|32.0|35.0|27.0|139
5659|San Juan de Urabá|Antioquia|266.0|0.663|45.0|30.0|57.0|13.0|0.0|595
44650|San Juan del Cesa|La Guajira|312.0|0.51|53.0|13.0|45.0|27.0|15.0|889
50686|San Juanito|Meta|315.0|3.01|58.0|13.0|36.0|39.0|13.0|39
52687|San Lorenzo|Nariño|312.0|0.663|47.0|8.0|47.0|38.0|8.0|306
5660|San Luis|Antioquia|325.0|1.429|54.0|5.0|39.0|41.0|15.0|248
73678|San Luis|Tolima|293.0|0.714|52.0|14.0|55.0|27.0|4.0|255
15667|San Luis de Gacen|Boyacá|309.0|0.0|64.0|13.0|40.0|32.0|15.0|106
70742|San Luis de Sincé|Sucre|293.0|0.51|55.0|18.0|51.0|24.0|8.0|542
70708|San Marcos|Sucre|281.0|0.306|49.0|22.0|56.0|19.0|3.0|1174
20770|San Martín|Cesar|300.0|0.459|55.0|14.0|53.0|24.0|10.0|525
50689|San Martín|Meta|294.0|0.867|52.0|16.0|55.0|22.0|7.0|453
13667|San Martín de Lob|Bolívar|269.0|0.765|48.0|32.0|52.0|14.0|3.0|344
15673|San Mateo|Boyacá|315.0|0.0|64.0|20.0|31.0|41.0|8.0|51
68686|San Miguel|Santander|367.0|1.327|51.0|3.0|10.0|55.0|33.0|40
86757|San Miguel|Putumayo|296.0|0.561|52.0|14.0|54.0|26.0|7.0|386
15676|San Miguel de Sem|Boyacá|331.0|1.888|71.0|9.0|34.0|30.0|27.0|67
70713|San Onofre|Sucre|266.0|0.408|47.0|31.0|54.0|12.0|3.0|1099
13670|San Pablo|Bolívar|279.0|0.51|49.0|22.0|57.0|19.0|2.0|547
52693|San Pablo|Nariño|323.0|0.561|44.0|2.0|50.0|33.0|14.0|207
15681|San Pablo de Borb|Boyacá|311.0|0.867|60.0|14.0|38.0|36.0|12.0|115
70717|San Pedro|Sucre|300.0|0.408|53.0|13.0|54.0|26.0|7.0|330
76670|San Pedro|Valle Del Cauca|317.0|1.276|61.0|14.0|38.0|31.0|17.0|224
52694|San Pedro de Cart|Nariño|310.0|1.378|51.0|10.0|50.0|33.0|7.0|94
5665|San Pedro de Urab|Antioquia|288.0|0.561|51.0|18.0|54.0|25.0|4.0|809
5664|San Pedro de los|Antioquia|316.0|0.51|58.0|10.0|45.0|31.0|14.0|458
23686|San Pelayo|Córdoba|287.0|0.408|51.0|21.0|52.0|21.0|6.0|692
5667|San Rafael|Antioquia|314.0|0.918|58.0|9.0|46.0|34.0|11.0|240
5670|San Roque|Antioquia|318.0|0.663|60.0|11.0|42.0|33.0|15.0|315
19693|San Sebastián|Cauca|304.0|0.663|49.0|12.0|48.0|31.0|9.0|146
47692|San Sebastián de|Magdalena|290.0|1.071|48.0|16.0|55.0|24.0|5.0|353
5674|San Vicente|Antioquia|311.0|0.765|56.0|10.0|47.0|31.0|12.0|281
68689|San Vicente de Ch|Santander|316.0|0.663|59.0|11.0|43.0|33.0|14.0|565
18753|San Vicente del C|Caquetá|292.0|0.612|50.0|17.0|53.0|26.0|5.0|1088
47703|San Zenón|Magdalena|275.0|0.306|49.0|27.0|55.0|16.0|3.0|246
52683|Sandoná|Nariño|312.0|0.918|53.0|13.0|41.0|35.0|12.0|305
47707|Santa Ana|Magdalena|270.0|1.071|46.0|28.0|58.0|13.0|2.0|320
5679|Santa Bárbara|Antioquia|305.0|0.51|58.0|13.0|50.0|26.0|11.0|359
52696|Santa Bárbara|Nariño|290.0|2.398|51.0|22.0|52.0|18.0|9.0|153
68705|Santa Bárbara|Santander|317.0|2.755|57.0|8.0|47.0|37.0|8.0|38
47720|Santa Bárbara de|Magdalena|278.0|1.48|47.0|19.0|64.0|14.0|3.0|230
13673|Santa Catalina|Bolívar|268.0|0.765|46.0|28.0|56.0|16.0|1.0|290
68720|Santa Helena del|Santander|331.0|1.531|58.0|7.0|39.0|38.0|16.0|89
73686|Santa Isabel|Tolima|316.0|1.327|59.0|11.0|43.0|33.0|13.0|109
8675|Santa Lucía|Atlántico|261.0|0.867|39.0|27.0|65.0|8.0|0.0|234
47001|Santa Marta|Magdalena|303.0|0.153|55.0|16.0|47.0|27.0|11.0|8843
15690|Santa María|Boyacá|314.0|1.173|55.0|9.0|40.0|42.0|9.0|57
41676|Santa María|Huila|318.0|0.714|56.0|8.0|42.0|38.0|12.0|194
13683|Santa Rosa|Bolívar|282.0|0.0|48.0|20.0|56.0|22.0|2.0|353
19701|Santa Rosa|Cauca|308.0|0.918|53.0|15.0|40.0|34.0|11.0|98
66682|Santa Rosa de Cab|Risaralda|318.0|0.408|61.0|10.0|41.0|35.0|14.0|1148
5686|Santa Rosa de Oso|Antioquia|310.0|0.51|58.0|12.0|45.0|32.0|12.0|702
15693|Santa Rosa de Vit|Boyacá|330.0|0.816|56.0|6.0|38.0|39.0|18.0|163
13688|Santa Rosa del Su|Bolívar|317.0|0.408|54.0|8.0|46.0|34.0|12.0|747
15696|Santa Sofía|Boyacá|309.0|0.0|62.0|11.0|53.0|24.0|11.0|45
52699|Santacruz|Nariño|323.0|1.276|45.0|6.0|43.0|36.0|15.0|119
5042|Santafé de Antioq|Antioquia|300.0|0.765|51.0|14.0|50.0|29.0|7.0|417
15686|Santana|Boyacá|306.0|0.408|59.0|13.0|46.0|30.0|11.0|170
19698|Santander de Quil|Cauca|304.0|0.204|55.0|13.0|49.0|29.0|10.0|1809
54680|Santiago|Norte De Santander|312.0|1.429|49.0|5.0|51.0|34.0|10.0|59
86760|Santiago|Putumayo|310.0|1.327|57.0|14.0|48.0|24.0|14.0|124
70820|Santiago de Tolú|Sucre|289.0|0.306|50.0|20.0|53.0|21.0|7.0|603
5690|Santo Domingo|Antioquia|309.0|1.378|59.0|14.0|45.0|29.0|12.0|217
8685|Santo Tomás|Atlántico|299.0|0.51|57.0|16.0|49.0|27.0|9.0|331
66687|Santuario|Risaralda|332.0|1.071|60.0|6.0|33.0|44.0|18.0|215
52720|Sapuyes|Nariño|324.0|0.561|54.0|7.0|40.0|40.0|14.0|93
81736|Saravena|Arauca|313.0|0.408|57.0|11.0|45.0|30.0|13.0|1074
54720|Sardinata|Norte De Santander|311.0|0.612|58.0|11.0|48.0|29.0|13.0|513
25718|Sasaima|Cundinamarca|320.0|0.969|53.0|11.0|36.0|41.0|12.0|178
15720|Sativanorte|Boyacá|351.0|0.0|46.0|0.0|22.0|50.0|28.0|36
15723|Sativasur|Boyacá|320.0|0.0|41.0|9.0|27.0|64.0|0.0|11
5736|Segovia|Antioquia|290.0|0.51|53.0|19.0|53.0|22.0|6.0|726
25736|Sesquilé|Cundinamarca|313.0|0.612|55.0|10.0|43.0|35.0|12.0|193
76736|Sevilla|Valle Del Cauca|309.0|0.663|56.0|13.0|46.0|32.0|10.0|533
15740|Siachoque|Boyacá|314.0|0.714|58.0|9.0|50.0|27.0|15.0|143
25740|Sibaté|Cundinamarca|321.0|0.204|57.0|9.0|40.0|37.0|14.0|616
86749|Sibundoy|Putumayo|318.0|0.561|58.0|9.0|46.0|31.0|14.0|301
54743|Silos|Norte De Santander|310.0|1.276|61.0|14.0|45.0|27.0|15.0|110
25743|Silvania|Cundinamarca|324.0|0.408|57.0|7.0|40.0|36.0|17.0|346
19743|Silvia|Cauca|280.0|0.408|47.0|21.0|55.0|19.0|4.0|597
68745|Simacota|Santander|306.0|1.48|57.0|15.0|44.0|31.0|10.0|177
25745|Simijaca|Cundinamarca|320.0|0.714|56.0|10.0|40.0|33.0|17.0|244
13744|Simití|Bolívar|294.0|0.612|50.0|16.0|52.0|26.0|6.0|332
70001|Sincelejo|Sucre|307.0|0.153|54.0|14.0|47.0|28.0|12.0|5083
27745|Sipí|Chocó|274.0|0.663|36.0|20.0|68.0|10.0|1.0|69
47745|Sitionuevo|Magdalena|266.0|0.714|46.0|34.0|51.0|11.0|4.0|473
25754|Soacha|Cundinamarca|322.0|0.102|58.0|9.0|39.0|35.0|16.0|9735
15753|Soatá|Boyacá|324.0|0.918|57.0|10.0|36.0|38.0|17.0|120
15757|Socha|Boyacá|314.0|0.918|55.0|8.0|43.0|38.0|10.0|155
68755|Socorro|Santander|339.0|0.51|60.0|6.0|32.0|38.0|24.0|466
15755|Socotá|Boyacá|320.0|0.918|65.0|8.0|45.0|29.0|18.0|143
15759|Sogamoso|Boyacá|343.0|0.204|58.0|4.0|33.0|37.0|26.0|2236
18756|Solano|Caquetá|287.0|1.02|45.0|21.0|52.0|25.0|3.0|233
8758|Soledad|Atlántico|322.0|0.102|56.0|11.0|39.0|30.0|19.0|8659
18785|Solita|Caquetá|294.0|1.939|56.0|16.0|53.0|23.0|7.0|116
15761|Somondoco|Boyacá|329.0|2.602|55.0|6.0|39.0|39.0|15.0|33
5756|Sonson|Antioquia|310.0|0.561|61.0|12.0|45.0|31.0|12.0|482
5761|Sopetrán|Antioquia|310.0|0.459|54.0|10.0|47.0|33.0|10.0|232
