MUNI_ID|MUNI_NOMBRE|DEPA_NOMBRE|PUNTAJE_PROMEDIO|ERRORESTANDARPROMEDIO|DESVIACION|PORCENTAJE_INSUFICIENTE|PORCENTAJE_MINIMO|PORCENTAJE_SATISFACTORIO|PORCENTAJE_AVANZADO|N
68101|Bolívar|Santander|302|0,612|58|16|48|26|10|211
76100|Bolívar|Valle Del Cauca|307|0,918|64|15|45|28|12|201
20060|Bosconia|Cesar|290|0,306|48|23|51|15|12|942
15104|Boyacá|Boyacá|325|1,786|61|13|32|38|17|71
05107|Briceño|Antioquia|287|1,684|59|19|53|22|6|163
15106|Briceño|Boyacá|312|4,133|64|17|37|29|17|35
68001|Bucaramanga|Santander|336|0,153|59|8|34|33|25|8402
54109|Bucarasica|Norte De Santander|301|0,969|54|16|45|35|4|115
76109|Buenaventura|Valle Del Cauca|287|0,204|50|21|51|21|6|5643
15109|Buenavista|Boyacá|306|0,663|55|12|51|26|11|92
23079|Buenavista|Córdoba|295|0,51|49|13|56|25|5|461
63111|Buenavista|Quindio|301|1,786|58|24|33|33|9|33
70110|Buenavista|Sucre|286|0,714|53|21|46|25|7|188
19110|Buenos Aires|Cauca|276|0,561|47|24|57|17|3|424
52110|Buesaco|Nariño|303|0,51|41|14|45|34|8|342
76111|Buga|Valle Del Cauca|313|0,408|57|11|46|30|14|1327
76113|Bugalagrande|Valle Del Cauca|300|0,867|58|18|44|27|10|358
05113|Buriticá|Antioquia|307|1,582|70|16|52|18|15|154
15114|Busbanzá|Boyacá|288|0|72|25|38|25|13|8
25120|Cabrera|Cundinamarca|332|0,918|55|5|29|48|17|75
68121|Cabrera|Santander|347|0|46|0|26|48|26|31
50124|Cabuyaro|Meta|313|2,551|61|10|50|22|18|106
25123|Cachipay|Cundinamarca|316|0,459|56|8|49|32|11|126
54128|Cachirá|Norte De Santander|326|0,765|57|10|35|39|16|208
05125|Caicedo|Antioquia|300|1,429|51|9|62|23|6|127
76122|Caicedonia|Valle Del Cauca|312|0,918|55|12|44|32|12|390
70124|Caimito|Sucre|276|0,816|49|26|51|21|3|275
73124|Cajamarca|Tolima|302|0,663|54|15|47|30|8|350
19130|Cajibío|Cauca|302|0,51|51|14|50|28|8|611
25126|Cajicá|Cundinamarca|342|0,255|57|6|32|36|26|1030
13140|Calamar|Bolívar|268|0,612|52|32|53|12|4|407
95015|Calamar|Guaviare|299|1,224|55|12|53|28|7|137
63130|Calarca|Quindio|313|0,459|59|11|44|31|13|1007
05129|Caldas|Antioquia|322|0,408|57|8|41|36|15|1003
15131|Caldas|Boyacá|325|3,265|61|10|34|37|20|41
19137|Caldono|Cauca|270|0,459|48|29|54|14|3|765
76001|Cali|Valle Del Cauca|321|0,102|57|11|40|30|18|23710
68132|California|Santander|369|0|66|3|11|49|37|35
76126|Calima|Valle Del Cauca|296|1,173|57|18|49|25|8|243
19142|Caloto|Cauca|293|0,408|51|15|55|24|6|518
05134|Campamento|Antioquia|297|0,765|53|14|55|25|6|173
08137|Campo de la Cruz|Atlántico|287|0,612|50|19|55|23|3|396
41132|Campoalegre|Huila|304|0,561|56|11|51|29|9|555
15135|Campohermoso|Boyacá|330|0|66|7|41|29|24|42
23090|Canalete|Córdoba|279|0,561|49|22|57|18|3|393
08141|Candelaria|Atlántico|268|0,714|49|30|56|12|3|275
76130|Candelaria|Valle Del Cauca|305|0,51|58|15|46|28|11|1176
13160|Cantagallo|Bolívar|288|0,714|53|19|53|25|3|178
25148|Caparrapí|Cundinamarca|301|0,918|53|13|53|27|7|178
68147|Capitanejo|Santander|327|0,816|51|4|36|46|14|80
25151|Caqueza|Cundinamarca|328|0,714|62|7|40|32|21|289
05142|Caracolí|Antioquia|326|1,48|50|8|44|29|19|52
05145|Caramanta|Antioquia|307|1,02|63|15|43|30|12|67
68152|Carcasí|Santander|316|0|46|7|41|46|7|76
05147|Carepa|Antioquia|292|0,867|52|17|52|25|5|1048
73148|Carmen de Apicalá|Tolima|298|1,531|53|16|51|26|6|171
25154|Carmen de Carupa|Cundinamarca|310|0,51|60|11|44|35|11|124
27150|Carmen del Darien|Chocó|276|0,714|45|26|54|18|3|273
05150|Carolina|Antioquia|296|1,224|51|13|58|27|3|64
13001|Cartagena|Bolívar|303|0,102|56|17|46|25|13|17542
18150|Cartagena del Cha|Caquetá|294|0,561|52|16|52|27|5|680
76147|Cartago|Valle Del Cauca|315|0,255|58|12|43|30|15|1679
73152|Casabianca|Tolima|314|0|55|10|42|37|11|123
50150|Castilla la Nueva|Meta|309|0,408|56|11|50|27|12|282
05154|Caucasia|Antioquia|301|0,204|56|16|48|26|9|2013
05138|Cañasgordas|Antioquia|300|0,969|52|14|53|27|7|273
68160|Cepitá|Santander|347|0|48|0|24|55|21|38
23162|Cereté|Córdoba|302|0,408|53|18|45|27|10|1695
15162|Cerinza|Boyacá|329|0|47|3|42|42|13|71
68162|Cerrito|Santander|304|0,816|57|14|47|30|9|138
47161|Cerro San Antonio|Magdalena|260|1,276|55|38|49|12|2|167
52240|Chachagüí|Nariño|324|1,224|45|6|40|42|12|193
25168|Chaguaní|Cundinamarca|333|2,5|61|5|44|29|22|41
70230|Chalán|Sucre|283|1,429|55|26|47|21|6|96
85015|Chameza|Casanare|329|2,092|47|0|39|46|15|26
73168|Chaparral|Tolima|298|0,459|57|18|49|25|9|1009
68167|Charalá|Santander|329|0,816|62|8|39|34|19|208
68169|Charta|Santander|310|2,245|62|12|46|27|15|41
47170|Chibolo|Magdalena|274|0,663|50|29|51|16|3|435
05172|Chigorodó|Antioquia|286|0,51|53|21|53|21|5|1320
68176|Chima|Santander|321|2,602|69|17|32|32|20|41
20175|Chimichagua|Cesar|287|0,459|48|18|56|23|4|783
23168|Chimá|Córdoba|286|0,612|47|16|59|20|4|293
15172|Chinavita|Boyacá|302|2,245|56|10|53|30|8|40
17174|Chinchiná|Caldas|314|0,51|56|9|47|30|14|711
54172|Chinácota|Norte De Santander|322|1,02|68|10|41|29|20|302
23182|Chinú|Córdoba|307|0,459|55|14|47|28|11|801
25178|Chipaque|Cundinamarca|315|1,224|64|13|42|30|15|130
68179|Chipatá|Santander|308|0,663|57|10|53|30|7|73
15176|Chiquinquirá|Boyacá|333|0,51|61|8|36|33|23|1116
20178|Chiriguaná|Cesar|287|0,663|50|19|53|24|4|553
15180|Chiscas|Boyacá|293|0|49|15|52|27|6|52
15183|Chita|Boyacá|294|0,612|53|16|56|20|8|188
54174|Chitagá|Norte De Santander|323|1,327|58|8|45|29|18|196
15185|Chitaraque|Boyacá|314|1,378|53|5|53|32|11|108
15187|Chivatá|Boyacá|316|0|49|8|41|46|5|37
15236|Chivor|Boyacá|299|0|49|8|54|29|8|24
25181|Choachí|Cundinamarca|346|0,51|66|6|28|40|27|211
25183|Chocontá|Cundinamarca|324|0,663|55|8|38|36|17|379
25175|Chía|Cundinamarca|340|0,255|58|8|31|34|27|2176
15232|Chíquiza|Boyacá|315|1,378|61|9|48|28|15|87
13188|Cicuco|Bolívar|288|0,867|52|19|53|25|4|297
68190|Cimitarra|Santander|303|0,561|56|14|49|28|9|693
63190|Circasia|Quindio|330|0,51|60|8|36|37|20|362
05190|Cisneros|Antioquia|285|1,48|55|24|49|22|5|134
05101|Ciudad Bolívar|Antioquia|316|1,02|58|10|42|34|14|422
47189|Ciénaga|Magdalena|284|0,306|51|23|51|20|6|2158
23189|Ciénaga de Oro|Córdoba|293|0,408|54|17|52|25|7|1088
15189|Ciénega|Boyacá|321|1,122|56|8|42|37|13|78
13222|Clemencia|Bolívar|256|0,918|47|36|54|8|2|227
05197|Cocorná|Antioquia|311|1,02|57|11|46|34|9|266
73200|Coello|Tolima|290|1,122|57|18|60|14|8|99
25200|Cogua|Cundinamarca|331|0,561|63|8|35|36|21|336
41206|Colombia|Huila|303|1,071|52|13|46|34|8|120
70204|Coloso|Sucre|297|0,969|53|16|48|30|5|149
52203|Colón|Nariño|317|1,327|52|12|35|39|15|142
86219|Colón|Putumayo|317|0,969|52|9|40|42|10|93
05206|Concepción|Antioquia|326|1,327|49|3|42|42|12|66
68207|Concepción|Santander|331|0,765|50|5|28|52|15|85
05209|Concordia|Antioquia|304|0,663|51|11|48|35|6|317
47205|Concordia|Magdalena|268|0,816|43|32|56|11|2|221
27205|Condoto|Chocó|293|0,459|54|19|49|25|7|296
68209|Confines|Santander|362|2,449|66|6|16|45|33|51
52207|Consaca|Nariño|319|0,663|50|9|41|41|9|120
52210|Contadero|Nariño|340|0|53|5|33|42|20|64
68211|Contratación|Santander|347|0|61|2|35|43|21|63
54206|Convención|Norte De Santander|300|0,561|53|11|53|29|7|398
05212|Copacabana|Antioquia|333|0,357|57|8|33|37|22|1118
15212|Coper|Boyacá|281|1,071|49|20|54|27|0|56
19212|Corinto|Cauca|294|0,408|50|13|57|25|6|515
68217|Coromoro|Santander|298|0,612|54|11|59|25|6|118
70215|Corozal|Sucre|303|0,255|56|16|46|28|10|1181
15215|Corrales|Boyacá|319|1,071|52|4|50|33|13|46
25214|Cota|Cundinamarca|378|0,357|56|3|17|33|48|962
23300|Cotorra|Córdoba|302|0,663|49|14|49|28|9|285
15218|Covarachía|Boyacá|305|0|46|5|62|28|5|39
70221|Coveñas|Sucre|304|0,306|55|14|48|27|11|343
73217|Coyaima|Tolima|265|0,459|44|29|57|13|1|600
81220|Cravo Norte|Arauca|312|3,469|58|12|45|31|12|49
52224|Cuaspud|Nariño|314|2,296|52|8|45|38|9|124
50223|Cubarral|Meta|306|0,255|54|15|47|29|9|131
15223|Cubará|Boyacá|317|1,531|64|12|39|33|17|96
15224|Cucaita|Boyacá|309|1,735|56|8|49|35|8|72
25224|Cucunubá|Cundinamarca|326|1,735|62|9|38|32|21|136
54223|Cucutilla|Norte De Santander|320|0,714|54|9|45|32|15|139
50226|Cumaral|Meta|298|0,561|57|16|50|24|11|437
99773|Cumaribo|Vichada|260|0,612|41|37|52|10|1|745
52227|Cumbal|Nariño|310|0,51|48|9|48|34|9|502
52233|Cumbitara|Nariño|328|1,378|43|6|37|41|16|121
73226|Cunday|Tolima|300|0,969|56|15|52|25|8|156
18205|Curillo|Caquetá|289|0,867|51|19|53|25|3|142
68229|Curití|Santander|311|0,918|57|10|40|40|11|229
20228|Curumaní|Cesar|295|0,51|53|16|54|23|7|538
15226|Cuítiva|Boyacá|332|0|95|16|26|23|36|31
05120|Cáceres|Antioquia|291|0,51|55|17|56|21|7|798
54125|Cácota|Norte De Santander|298|1,633|58|15|48|28|9|46
27160|Cértegui|Chocó|262|0,663|44|33|60|7|0|99
15204|Cómbita|Boyacá|330|1,173|60|11|33|37|20|178
13212|Córdoba|Bolívar|288|0,408|49|20|53|21|6|321
52215|Córdoba|Nariño|304|1,173|50|12|48|35|6|225
63212|Córdoba|Quindio|304|2,908|62|15|46|31|9|81
54001|Cúcuta|Norte De Santander|320|0,102|59|10|42|32|17|12424
05234|Dabeiba|Antioquia|288|0,663|50|20|53|23|4|446
76233|Dagua|Valle Del Cauca|305|0,561|52|12|49|29|9|593
44090|Dibulla|La Guajira|279|0,51|51|23|56|18|4|603
44098|Distracción|La Guajira|287|0,816|45|18|54|28|1|204
73236|Dolores|Tolima|317|0,969|60|10|41|37|13|126
05237|Don Matías|Antioquia|300|0,969|55|12|53|26|10|321
66170|Dosquebradas|Risaralda|320|0,204|56|9|42|34|15|2827
15238|Duitama|Boyacá|350|0,153|59|5|28|36|31|2115
54239|Durania|Norte De Santander|317|1,276|56|8|44|37|11|79
05240|Ebéjico|Antioquia|306|0,663|54|12|44|35|8|171
05250|El Bagre|Antioquia|273|0,51|48|25|59|14|2|1406
47245|El Banco|Magdalena|278|0,306|52|26|52|18|4|1288
76246|El Cairo|Valle Del Cauca|297|1,684|57|13|54|25|8|79
50245|El Calvario|Meta|347|1,888|53|0|33|39|28|39
27135|El Cantón del San|Chocó|263|1,173|43|35|56|8|1|95
54245|El Carmen|Norte De Santander|315|0,918|60|10|42|36|12|220
27245|El Carmen de Atra|Chocó|329|0,561|65|8|39|34|19|117
13244|El Carmen de Bolí|Bolívar|280|0,306|49|22|56|17|5|1332
68235|El Carmen de Chuc|Santander|314|0,663|63|12|42|31|16|323
05148|El Carmen de Vibo|Antioquia|319|0,357|57|8|42|37|13|893
50251|El Castillo|Meta|297|0,816|56|14|50|29|7|162
76248|El Cerrito|Valle Del Cauca|291|0,51|53|18|53|24|6|731
52250|El Charco|Nariño|293|1,02|45|18|51|23|8|414
15244|El Cocuy|Boyacá|319|1,071|64|10|44|30|16|97
25245|El Colegio|Cundinamarca|305|0,561|57|14|46|31|9|367
20238|El Copey|Cesar|288|0,663|54|21|50|22|7|736
18247|El Doncello|Caquetá|297|0,765|53|17|48|29|7|355
50270|El Dorado|Meta|304|1,939|56|12|52|28|7|81
76250|El Dovio|Valle Del Cauca|305|1,327|61|11|46|33|11|141
15248|El Espino|Boyacá|323|0|56|8|37|35|20|51
68245|El Guacamayo|Santander|342|3,469|55|6|25|47|22|36
13248|El Guamo|Bolívar|259|0,51|50|40|46|13|1|140
27250|El Litoral del Sa|Chocó|254|0,867|41|38|55|6|1|354
44110|El Molino|La Guajira|297|2,194|58|26|33|31|10|102
20250|El Paso|Cesar|288|0,306|50|18|56|21|5|909
18256|El Paujil|Caquetá|302|0,663|54|15|49|30|6|288
52254|El Peñol|Nariño|307|0,714|53|13|42|38|8|88
13268|El Peñón|Bolívar|276|0,663|42|20|61|17|2|194
25258|El Peñón|Cundinamarca|321|0|54|8|38|41|13|63
68250|El Peñón|Santander|304|1,735|52|12|47|34|7|108
47258|El Piñon|Magdalena|281|0,867|58|26|51|19|5|325
68255|El Playón|Santander|308|1,684|58|11|48|31|11|244
95025|El Retorno|Guaviare|292|0,918|48|16|55|23|6|219
47268|El Retén|Magdalena|284|0,765|49|21|53|23|3|399
70233|El Roble|Sucre|291|0,51|56|19|48|26|6|171
25260|El Rosal|Cundinamarca|332|0,612|59|5|36|40|19|394
52256|El Rosario|Nariño|307|1,888|51|15|35|43|8|101
05697|El Santuario|Antioquia|301|0,51|58|17|45|28|10|618
52258|El Tablón de Góme|Nariño|322|0,51|45|7|42|40|11|248
19256|El Tambo|Cauca|301|0,51|49|13|53|27|7|814
52260|El Tambo|Nariño|317|0,918|48|9|39|41|12|211
54250|El Tarra|Norte De Santander|276|0,612|47|24|55|19|2|443
54261|El Zulia|Norte De Santander|295|0,51|53|18|52|22|9|534
76243|El águila|Valle Del Cauca|294|1,071|60|20|48|23|9|172
41244|Elías|Huila|299|1,122|60|16|49|25|10|69
68264|Encino|Santander|286|0,408|56|27|44|22|7|45
68266|Enciso|Santander|348|0|72|5|33|26|35|57
05264|Entrerrios|Antioquia|325|1,071|54|6|39|38|17|174
05266|Envigado|Antioquia|347|0,306|61|6|31|33|31|2020
73268|Espinal|Tolima|298|0,357|56|17|50|25|9|1189
25269|Facatativá|Cundinamarca|334|0,204|57|6|35|37|22|2252
73270|Falan|Tolima|307|1,122|54|11|48|33|8|168
17272|Filadelfia|Caldas|299|1,582|62|21|47|20|12|148
63272|Filandia|Quindio|315|0,918|62|11|47|27|15|181
15272|Firavitoba|Boyacá|325|0|59|9|34|44|13|82
73275|Flandes|Tolima|284|0,714|48|20|56|21|3|384
18001|Florencia|Caquetá|307|0,255|53|12|50|28|10|3167
19290|Florencia|Cauca|312|0,714|51|8|54|26|12|107
15276|Floresta|Boyacá|298|0|63|15|54|17|15|48
76275|Florida|Valle Del Cauca|306|0,357|55|15|48|23|14|906
68276|Floridablanca|Santander|341|0,204|60|6|32|35|27|3727
68271|Florián|Santander|331|1,378|61|7|31|42|19|109
25279|Fomeque|Cundinamarca|330|0,816|58|4|39|40|16|207
44279|Fonseca|La Guajira|296|0,408|48|14|55|25|6|838
81300|Fortul|Arauca|307|0,663|57|13|44|31|12|471
25281|Fosca|Cundinamarca|293|1,48|57|22|43|31|4|100
52520|Francisco Pizarro|Nariño|268|1,276|48|32|53|13|3|160
05282|Fredonia|Antioquia|312|1,071|55|10|48|33|10|274
73283|Fresno|Tolima|314|0,51|55|10|43|35|11|576
05284|Frontino|Antioquia|295|0,765|47|20|46|28|6|382
50287|Fuente de Oro|Meta|307|1,071|57|13|48|30|9|242
47288|Fundación|Magdalena|299|0,255|52|16|50|25|9|1456
52287|Funes|Nariño|308|1,684|54|13|46|32|9|85
25286|Funza|Cundinamarca|333|0,204|60|8|36|34|22|1655
25290|Fusagasugá|Cundinamarca|320|0,306|59|12|38|33|17|2060
25288|Fúquene|Cundinamarca|316|0,918|52|8|44|37|12|128
25293|Gachala|Cundinamarca|295|0|58|16|54|21|9|57
25295|Gachancipá|Cundinamarca|304|0,663|55|13|53|22|12|246
15293|Gachantivá|Boyacá|312|2,449|55|7|51|33|9|45
25297|Gachetá|Cundinamarca|309|1,224|61|14|48|27|12|130
08296|Galapa|Atlántico|294|0,561|56|18|52|22|8|807
70235|Galeras|Sucre|287|0,561|53|20|54|21|5|366
68296|Galán|Santander|310|0|70|19|41|27|14|37
20295|Gamarra|Cesar|286|0,918|50|21|53|21|6|234
68298|Gambita|Santander|304|1,071|57|15|49|24|12|78
15296|Gameza|Boyacá|322|0,459|58|8|44|33|16|92
15299|Garagoa|Boyacá|340|0,51|65|7|31|38|24|245
41298|Garzón|Huila|311|0,306|53|9|48|32|11|1413
41306|Gigante|Huila|304|0,51|57|13|51|27|10|497
76306|Ginebra|Valle Del Cauca|327|0,765|54|8|36|41|16|321
05306|Giraldo|Antioquia|309|1,684|55|10|47|34|10|101
25307|Girardot|Cundinamarca|307|0,255|55|14|45|29|12|1473
05308|Girardota|Antioquia|325|0,663|60|9|39|35|17|660
68307|Girón|Santander|322|0,204|58|9|40|34|17|2406
20310|González|Cesar|320|0,816|52|13|42|25|21|106
54313|Gramalote|Norte De Santander|315|3,827|52|7|48|38|7|60
05313|Granada|Antioquia|321|0|60|9|39|38|14|176
25312|Granada|Cundinamarca|317|0,765|61|11|40|38|12|172
50313|Granada|Meta|313|0,357|56|10|47|31|12|1345
68318|Guaca|Santander|299|0|51|12|54|27|7|100
15317|Guacamayas|Boyacá|364|1,684|53|0|15|63|22|27
76318|Guacarí|Valle Del Cauca|296|0,612|50|17|50|26|8|467
19300|Guachené|Cauca|288|0,816|51|21|53|17|8|339
25317|Guachetá|Cundinamarca|306|0,357|59|15|40|36|10|155
52317|Guachucal|Nariño|326|0,612|51|9|33|42|15|245
05315|Guadalupe|Antioquia|300|1,429|52|12|52|31|5|93
41319|Guadalupe|Huila|310|0,51|58|11|48|31|10|395
68320|Guadalupe|Santander|348|1,327|64|6|30|33|32|73
25320|Guaduas|Cundinamarca|315|0,867|62|15|39|31|15|401
52320|Guaitarilla|Nariño|341|0,459|52|7|26|45|22|134
52323|Gualmatán|Nariño|337|0,765|48|3|34|46|17|105
47318|Guamal|Magdalena|286|0,408|53|21|52|23|4|643
50318|Guamal|Meta|317|1,224|54|8|46|31|15|249
73319|Guamo|Tolima|291|0,561|55|18|52|24|6|504
19318|Guapi|Cauca|273|0,765|47|27|55|15|3|574
68322|Guapotá|Santander|337|1,939|48|3|26|59|13|39
70265|Guaranda|Sucre|269|0,867|46|29|52|18|1|368
05318|Guarne|Antioquia|327|0,612|64|9|38|34|18|546
25322|Guasca|Cundinamarca|315|0,459|54|11|42|33|14|273
05321|Guatape|Antioquia|330|0,867|61|4|36|40|20|97
25324|Guataquí|Cundinamarca|304|0,714|53|9|56|24|11|45
25326|Guatavita|Cundinamarca|333|0|62|3|44|34|18|93
15322|Guateque|Boyacá|299|0,459|57|18|45|27|10|179
68324|Guavatá|Santander|339|0|60|6|33|35|27|49
25328|Guayabal de Siqui|Cundinamarca|305|1,122|43|12|45|38|5|60
25335|Guayabetal|Cundinamarca|304|0|52|10|53|32|6|123
15325|Guayatá|Boyacá|307|0|52|9|52|31|8|65
25339|Gutiérrez|Cundinamarca|295|0|51|10|64|19|7|58
66318|Guática|Risaralda|310|1,276|55|10|48|34|9|196
63302|Génova|Quindio|310|0,408|57|10|48|33|9|121
05310|Gómez Plata|Antioquia|315|0,918|58|10|46|30|14|132
68327|Güepsa|Santander|298|0|58|17|49|25|9|77
15332|Güicán|Boyacá|309|1,378|61|13|41|36|11|76
54344|Hacarí|Norte De Santander|309|0,408|43|7|54|34|6|256
13300|Hatillo de Loba|Bolívar|265|0,714|45|31|56|12|0|250
68344|Hato|Santander|344|1,582|63|2|37|41|20|49
85125|Hato Corozal|Casanare|286|1,02|50|21|56|19|5|254
44378|Hato Nuevo|La Guajira|277|0,51|47|25|54|17|4|343
05347|Heliconia|Antioquia|297|1,173|56|18|50|27|5|100
54347|Herrán|Norte De Santander|370|0,204|58|3|11|50|37|38
73347|Herveo|Tolima|315|1,173|56|9|48|31|12|131
05353|Hispania|Antioquia|330|1,224|54|2|38|49|12|96
41349|Hobo|Huila|269|1,122|54|31|53|12|4|160
73349|Honda|Tolima|312|1,122|57|12|44|29|14|324
73001|Ibagué|Tolima|327|0,102|58|9|39|33|20|8439
73352|Icononzo|Tolima|327|1,02|56|8|36|37|20|194
52352|Iles|Nariño|307|0,969|47|9|54|29|9|114
52354|Imués|Nariño|304|1,582|48|14|39|42|5|85
19355|Inzá|Cauca|287|0,561|50|18|59|17|6|595
94001|Inírida|Guainía|279|0,459|49|23|57|17|3|537
52356|Ipiales|Nariño|320|0,204|54|9|42|33|15|2243
41357|Iquira|Huila|298|0,867|50|13|53|28|5|225
41359|Isnos|Huila|301|0,561|54|16|48|28|8|466
27361|Istmina|Chocó|275|0,357|49|27|52|18|3|718
05360|Itagüí|Antioquia|322|0,255|58|11|39|31|19|3103
05361|Ituango|Antioquia|299|0,816|55|13|51|28|8|267
15362|Iza|Boyacá|336|2,449|55|0|46|36|18|22
19364|Jambaló|Cauca|279|0,561|45|19|63|15|2|381
76364|Jamundí|Valle Del Cauca|302|0,306|55|15|48|28|9|1784
05364|Jardín|Antioquia|315|0,918|53|9|46|33|12|246
15367|Jenesano|Boyacá|328|1,02|65|8|41|30|21|122
05368|Jericó|Antioquia|313|1,378|56|11|44|34|12|173
15368|Jericó|Boyacá|279|1,122|56|21|56|21|3|68
25368|Jerusalén|Cundinamarca|303|0|59|21|42|24|12|33
68368|Jesús María|Santander|350|1,327|56|0|33|38|29|48
68370|Jordán|Santander|314|0|59|7|44|33|15|27
08372|Juan de Acosta|Atlántico|284|0,357|49|21|53|22|4|281
25372|Junín|Cundinamarca|315|1,02|57|9|41|39|11|75
27372|Juradó|Chocó|260|2,041|42|33|56|9|1|75
23350|La Apartada|Córdoba|281|1,122|51|22|57|17|4|253
41378|La Argentina|Huila|316|0,612|56|9|45|35|11|282
68377|La Belleza|Santander|300|0,816|56|10|57|24|9|129
25377|La Calera|Cundinamarca|353|0,357|54|6|27|34|34|526
15380|La Capilla|Boyacá|349|2,602|60|2|26|43|29|42
05376|La Ceja|Antioquia|335|0,306|56|5|35|38|21|852
66383|La Celia|Risaralda|304|1,429|61|18|43|28|10|106
91405|La Chorrera|Amazonas|278|0,918|45|19|64|14|3|59
52378|La Cruz|Nariño|322|0,765|46|7|41|37|15|249
76377|La Cumbre|Valle Del Cauca|305|1,122|54|11|52|31|7|186
17380|La Dorada|Caldas|311|0,408|55|12|45|32|12|1136
54385|La Esperanza|Norte De Santander|296|0,561|50|18|48|29|5|269
05380|La Estrella|Antioquia|330|0,408|61|9|38|30|23|1027
52381|La Florida|Nariño|329|1,122|47|5|39|41|16|110
20383|La Gloria|Cesar|296|0,561|57|17|52|22|9|304
20400|La Jagua de Ibiri|Cesar|301|0,306|56|15|51|26|8|887
44420|La Jagua del Pila|La Guajira|280|3,163|55|22|55|20|4|55
50350|La Macarena|Meta|298|0,867|51|12|61|23|5|347
17388|La Merced|Caldas|305|1,071|58|11|50|29|10|100
25386|La Mesa|Cundinamarca|340|0,459|59|6|33|34|28|472
18410|La Montañita|Caquetá|289|0,765|48|18|52|25|5|349
